2xqh_A	2xqhA_305_416_2.2_21.5.pdb	1.528E-09	169	257
2xqh_A	2xqhA_161_276_3.1_13.5.pdb	6.511E-04	18	57
2xqh_A	3s6lD_19_130_3.1_13.0.pdb	5.266E-01	12	50
2xqh_A	3wp8A_2991_3105_3.1_13.38.pdb	1.056E-01	77	110
2xqh_A	1p9hA_72_183_3.1_13.0.pdb	1.381E+00	86	125
2xqh_A	2aq9A_1_179_3.1_17.78.pdb	7.661E-01	55	113
2xqh_A	2qiaA_1_179_3.1_17.78.pdb	1.381E+00	55	117
2xqh_A	1ocxA_58_174_3.1_38.0.pdb	3.619E-01	4	113
2xqh_A	2qivX_1_179_3.1_17.78.pdb	1.622E+00	55	117
2xqh_A	3ntnC_159_277_3.1_13.88.pdb	8.532E+00	56	113
2xqh_A	1hm0B_252_418_3.1_17.56.pdb	1.001E+00	53	113
2xqh_A	3lgaD_7_60_4.2_17.0.pdb	1.057E+01	192	201
2xqh_A	3cj8A_123_200_3.1_18.5.pdb	1.711E+00	59	113
2xqh_A	3ultA_6_118_3.1_13.12.pdb	7.266E+00	68	113
2xqh_A	3lgaB_7_60_4.2_17.0.pdb	1.176E+01	192	201
2xqh_A	6p86A_105_303_3.1_18.9.pdb	6.883E-01	54	113
2xqh_A	4m9cA_90_210_3.1_27.5.pdb	1.903E-01	4	113
2xqh_A	2vheA_80_172_3.1_17.6.pdb	2.771E+00	50	113
2xqh_A	6p85A_105_303_3.1_18.9.pdb	8.083E-01	54	113
2xqh_A	6p87A_105_303_3.1_18.9.pdb	8.083E-01	55	113
2xqh_A	6p88A_105_303_3.1_18.9.pdb	8.528E-01	55	113
2xqh_A	6p8aA_105_303_3.1_18.9.pdb	1.001E+00	55	113
2xqh_A	4m9cF_91_210_3.1_29.0.pdb	2.921E-01	4	109
2xqh_A	1wxrA_138_237_4.2_32.33.pdb	5.865E+00	191	212
2xqh_A	2iu8C_106_304_3.1_18.9.pdb	5.559E+00	55	113
2xqh_A	2npoA_75_182_3.1_17.0.pdb	2.009E+00	50	113
2xqh_A	6p87B_105_303_3.1_18.9.pdb	1.057E+00	55	113
2xqh_A	3kwcD_26_159_3.1_21.33.pdb	1.805E+00	58	113
2xqh_A	4u4jA_57_1119_5.5_117.11.pdb	9.002E+00	191	212
2xqh_A	2w0wA_253_435_3.1_17.3.pdb	3.821E+00	54	113
2xqh_A	2iu9C_106_304_3.1_18.9.pdb	2.923E+00	50	113
2xqh_A	6p83A_105_303_3.1_18.9.pdb	1.381E+00	54	113
2xqh_A	6p89A_105_303_3.1_18.9.pdb	1.537E+00	53	113
2xqh_A	4mzuA_9_141_3.2_32.25.pdb	1.457E+00	4	113
2xqh_A	4g3pA_263_443_3.1_17.1.pdb	1.711E+00	50	113
2xqh_A	2v0lA_253_435_3.1_17.3.pdb	4.031E+00	55	113
2xqh_A	6jlyI_311_426_3.1_15.57.pdb	4.734E+00	54	113
2xqh_A	6p8aC_105_303_3.1_18.9.pdb	1.176E+00	55	114
2xqh_A	2cshA_9_97_5.3_28.67.pdb	1.457E+01	193	205
2xqh_A	2rq9A_17_132_4.9_37.67.pdb	9.497E+00	188	203
2xqh_A	1k5uC_21_137_4.9_38.0.pdb	1.057E+01	184	208
2xqh_A	4ci8B_238_545_4.4_43.0.pdb	1.057E+01	190	201
2xqh_A	3hfqB_2_331_4.4_46.14.pdb	1.804E+01	193	202
2xqh_A	2v0jA_253_435_3.1_17.3.pdb	2.120E+00	54	113
2xqh_A	6p87C_105_303_3.1_18.9.pdb	2.009E+00	59	113
2xqh_A	6p88B_105_303_3.1_18.9.pdb	1.622E+00	55	114
2xqh_A	2wlfC_19_176_3.1_21.57.pdb	1.805E+00	51	113
2xqh_A	5zi5A_449_525_4.2_24.67.pdb	9.002E+00	187	212
2xqh_A	1axmE_22_137_4.9_37.67.pdb	1.309E+01	184	212
2xqh_A	3udaB_22_137_4.9_37.67.pdb	1.241E+01	193	212
2xqh_A	1k5uB_21_137_4.9_38.0.pdb	1.176E+01	187	208
2xqh_A	3u61G_1002_1219_3.6_51.86.pdb	1.002E+01	178	212
2xqh_A	1evtB_8_131_4.9_40.33.pdb	1.537E+01	193	208
2xqh_A	1q1uA_11_135_4.9_40.67.pdb	1.381E+01	193	209
2xqh_A	3v9fA_381_674_4.4_41.0.pdb	1.903E+01	193	201
2xqh_A	4g3sA_264_445_3.1_17.2.pdb	3.821E+00	53	113
2xqh_A	2iuaC_106_304_3.1_18.9.pdb	3.254E+00	51	113
2xqh_A	1hv9A_252_429_3.1_16.8.pdb	2.771E+00	55	113
2xqh_A	2oi5B_253_435_3.1_17.3.pdb	6.188E+00	55	113
2xqh_A	2oi7A_253_435_3.1_17.3.pdb	3.433E+00	55	113
2xqh_A	1gvmE_198_318_3.4_19.17.pdb	1.903E+01	193	201
2xqh_A	6p8bA_105_303_3.1_18.9.pdb	3.622E+00	55	113
2xqh_A	3hsqA_1_179_3.1_18.89.pdb	2.009E+00	54	113
2xqh_A	6amyA_101_228_3.1_20.33.pdb	5.865E+00	83	117
2xqh_A	1ssmF_144_224_3.1_19.25.pdb	8.087E+00	3	42
2xqh_A	3kwcE_26_159_3.1_21.33.pdb	2.009E+00	49	113
2xqh_A	3kwdA_26_159_3.1_21.33.pdb	1.622E+00	49	113
2xqh_A	4eggC_58_168_3.1_21.2.pdb	4.734E+00	11	46
2xqh_A	1qrlA_24_170_3.1_20.0.pdb	2.771E+00	59	113
2xqh_A	3fsxA_158_246_3.2_28.67.pdb	3.821E+00	7	107
2xqh_A	1krrA_63_168_3.1_25.5.pdb	3.084E+00	8	110
2xqh_A	3ojvA_37_151_4.9_37.33.pdb	1.537E+01	185	208
2xqh_A	2afgB_21_136_4.9_37.67.pdb	1.457E+01	184	208
2xqh_A	3ud7B_22_137_4.9_37.67.pdb	1.457E+01	184	212
2xqh_A	3badB_21_137_4.9_38.0.pdb	1.537E+01	185	212
2xqh_A	3jutB_13_129_4.9_38.0.pdb	1.621E+01	187	212
2xqh_A	1evtA_8_131_4.9_40.33.pdb	1.537E+01	193	208
2xqh_A	6jp6A_657_1013_4.4_50.0.pdb	1.903E+01	193	202
2xqh_A	3hbwA_66_193_4.9_41.67.pdb	1.710E+01	193	209
2xqh_A	1hn0A_336_600_3.3_52.0.pdb	1.241E+01	193	206
2xqh_A	1hm8A_252_435_3.1_17.4.pdb	4.487E+00	55	113
2xqh_A	1hm8B_252_433_3.1_17.2.pdb	4.253E+00	54	113
2xqh_A	1hm9A_252_433_3.1_17.2.pdb	3.821E+00	50	113
2xqh_A	1hm9B_272_433_3.1_17.0.pdb	4.734E+00	54	113
2xqh_A	2oi5A_253_435_3.1_17.3.pdb	5.865E+00	55	113
2xqh_A	2oi7B_253_435_3.1_17.3.pdb	4.031E+00	55	113
2xqh_A	1qreA_24_170_3.1_20.0.pdb	4.734E+00	52	113
2xqh_A	6p83B_105_303_3.1_18.9.pdb	2.771E+00	54	114
2xqh_A	6p85C_105_303_3.1_18.9.pdb	2.489E+00	55	114
2xqh_A	1v3wA_1_120_3.1_18.83.pdb	4.253E+00	59	113
2xqh_A	1ssmC_137_234_3.1_18.6.pdb	4.734E+00	55	113
2xqh_A	2wldB_5_179_3.1_20.88.pdb	6.188E+00	52	115
2xqh_A	5demB_9_188_3.1_19.0.pdb	4.487E+00	52	113
2xqh_A	3kwcA_26_159_3.1_21.33.pdb	2.489E+00	49	113
2xqh_A	3kweA_26_159_3.1_21.33.pdb	2.236E+00	49	113
2xqh_A	1h91A_32_138_4.2_25.75.pdb	1.457E+01	190	201
2xqh_A	4r2aA_335_420_5.3_27.67.pdb	1.621E+01	176	205
2xqh_A	3n2oA_98_338_4.1_33.43.pdb	1.903E+01	112	160
2xqh_A	3o3qC_22_137_4.9_37.67.pdb	1.903E+01	193	212
2xqh_A	2afgD_21_136_4.9_37.67.pdb	1.457E+01	187	208
2xqh_A	1axmF_22_137_4.9_37.67.pdb	1.537E+01	185	209
2xqh_A	3badA_22_137_4.9_37.67.pdb	1.621E+01	185	208
2xqh_A	3ojmA_36_151_4.9_37.67.pdb	1.537E+01	187	208
2xqh_A	1hknF_6021_6137_4.9_38.0.pdb	1.537E+01	187	208
2xqh_A	3jutE_13_129_4.9_38.0.pdb	1.804E+01	187	212
2xqh_A	3ud8A_21_137_4.9_38.0.pdb	1.710E+01	185	212
2xqh_A	3k1xA_3_130_4.9_41.67.pdb	1.710E+01	187	208
2xqh_A	2pm6B_11_292_4.4_46.0.pdb	1.710E+01	193	212
2xqh_A	4bzjB_11_292_4.4_46.0.pdb	1.710E+01	193	212
2xqh_A	4bzkB_11_292_4.4_46.0.pdb	1.710E+01	193	212
2xqh_A	1yrzA_1014_1306_4.4_57.6.pdb	1.903E+01	193	209
2xqh_A	1m8nB_8_121_3.1_15.29.pdb	8.087E+00	3	53
2xqh_A	1m8nC_8_121_3.1_15.29.pdb	8.087E+00	3	53
2xqh_A	1g95A_253_434_3.1_17.2.pdb	5.269E+00	55	113
2xqh_A	1g97A_253_434_3.1_17.2.pdb	5.559E+00	55	113
2xqh_A	2v0kA_253_435_3.1_17.3.pdb	4.994E+00	54	113
2xqh_A	5vmkA_250_432_3.1_17.3.pdb	5.269E+00	52	113
2xqh_A	3r3rA_12_147_3.1_16.71.pdb	4.994E+00	54	113
2xqh_A	6p85B_105_303_3.1_18.9.pdb	2.923E+00	54	114
2xqh_A	2wleC_19_176_3.1_21.57.pdb	2.626E+00	4	113
2xqh_A	2wlfA_19_176_3.1_21.57.pdb	3.622E+00	3	46
2xqh_A	2wlgC_19_176_3.1_21.57.pdb	5.559E+00	52	113
2xqh_A	2p2oB_66_175_3.1_21.0.pdb	9.497E+00	54	113
2xqh_A	2p2oC_66_175_3.1_21.0.pdb	6.188E+00	54	113
2xqh_A	3r5aE_182_314_3.1_21.33.pdb	6.887E+00	54	129
2xqh_A	1qrmA_24_170_3.1_20.0.pdb	7.666E+00	59	113
2xqh_A	6lixA_76_217_4.2_26.5.pdb	2.355E+01	116	134
2xqh_A	3ojvB_37_151_4.9_37.33.pdb	1.804E+01	185	208
2xqh_A	1djsB_21_136_4.9_37.67.pdb	1.621E+01	187	208
2xqh_A	1e0oC_21_136_4.9_37.67.pdb	1.903E+01	185	208
2xqh_A	1hknE_5021_5136_4.9_37.67.pdb	1.903E+01	185	212
2xqh_A	1hknC_3021_3137_4.9_38.0.pdb	1.804E+01	187	208
2xqh_A	1hknD_4021_4137_4.9_38.0.pdb	2.007E+01	187	212
2xqh_A	3jutA_13_129_4.9_38.0.pdb	2.007E+01	187	212
2xqh_A	3jutD_13_129_4.9_38.0.pdb	1.710E+01	187	208
2xqh_A	1afcA_13_131_4.9_38.67.pdb	1.710E+01	184	208
2xqh_A	1barA_11_137_4.3_41.33.pdb	1.710E+01	184	208
2xqh_A	3mmyE_41_364_4.4_43.14.pdb	2.483E+01	193	202
2xqh_A	1af6A_1_421_4.2_45.78.pdb	1.804E+01	193	212
2xqh_A	3qz4A_32_333_4.4_59.4.pdb	2.007E+01	193	208
2xqh_A	6bn7A_719_1043_4.4_53.17.pdb	1.457E+01	191	207
2xqh_A	6rf5A_21_235_3.3_63.67.pdb	1.804E+01	193	209
2xqh_A	6tk6A_21_235_3.3_63.67.pdb	1.537E+01	193	209
2xqh_A	5t3rD_212_1016_4.2_72.18.pdb	2.233E+01	193	204
2xqh_A	5a42A_57_1123_5.5_117.56.pdb	2.007E+01	192	212
2xqh_A	4a5wA_22_931_5.5_129.0.pdb	1.804E+01	192	212
2xqh_A	1v1hA_326_402_3.4_17.6.pdb	2.760E+01	193	207
2xqh_A	2n3dA_39_136_3.1_15.33.pdb	6.887E+00	59	113
2xqh_A	1go8P_342_401_3.1_15.67.pdb	5.865E+00	4	32
2xqh_A	1v1hB_326_391_3.4_15.5.pdb	2.910E+01	193	202
2xqh_A	1v1iA_326_391_3.4_15.5.pdb	2.760E+01	193	207
2xqh_A	3fwwA_253_435_3.1_17.3.pdb	5.865E+00	55	113
2xqh_A	1fxjB_253_324_3.1_17.0.pdb	9.002E+00	55	113
2xqh_A	2oi6A_253_435_3.1_17.3.pdb	9.497E+00	55	113
2xqh_A	2oi6B_253_435_3.1_17.3.pdb	1.176E+01	55	113
2xqh_A	2v0hA_253_435_3.1_17.3.pdb	5.269E+00	54	113
2xqh_A	2v0iA_253_435_3.1_17.3.pdb	5.269E+00	54	113
2xqh_A	2vd4A_253_435_3.1_17.3.pdb	5.269E+00	54	113
2xqh_A	1tdtC_109_205_3.1_18.4.pdb	1.309E+01	75	113
2xqh_A	4m98A_288_393_3.1_16.67.pdb	7.266E+00	55	113
2xqh_A	1sstA_144_224_3.1_19.25.pdb	9.497E+00	52	108
2xqh_A	1aqbA_22_139_4.2_28.5.pdb	2.910E+01	193	201
2xqh_A	3ud7C_22_134_4.9_36.67.pdb	2.233E+01	187	212
2xqh_A	1hknB_2023_2137_4.9_37.33.pdb	2.233E+01	187	203
2xqh_A	3ud9B_21_136_4.9_37.67.pdb	2.007E+01	187	208
2xqh_A	3b9uA_21_137_4.9_38.0.pdb	2.233E+01	187	212
2xqh_A	1k5uA_21_137_4.9_38.0.pdb	2.117E+01	187	208
2xqh_A	1k5vA_21_137_4.9_38.0.pdb	2.233E+01	185	212
2xqh_A	1rg8A_21_137_4.9_38.0.pdb	2.007E+01	187	209
2xqh_A	3ud8C_21_137_4.9_38.0.pdb	2.117E+01	187	208
2xqh_A	3k1xB_4_130_4.9_41.33.pdb	2.117E+01	184	208
